Date,Area code,Indicator name,Area name,cases
18/04/2020,E09000006,Number of COVID-19 Daily lab-confirmed cases,Bromley,12
18/04/2020,E08000034,Number of COVID-19 Daily lab-confirmed cases,Kirklees,12
18/04/2020,E08000030,Number of COVID-19 Daily lab-confirmed cases,Walsall,12
18/04/2020,E08000026,Number of COVID-19 Daily lab-confirmed cases,Coventry,12
18/04/2020,E08000014,Number of COVID-19 Daily lab-confirmed cases,Sefton,12
18/04/2020,E06000058,Number of COVID-19 Daily lab-confirmed cases,"Bournemouth, Christchurch and Poole",12
18/04/2020,E06000043,Number of COVID-19 Daily lab-confirmed cases,Brighton and Hove,12
18/04/2020,E06000021,Number of COVID-19 Daily lab-confirmed cases,Stoke-on-Trent,12
18/04/2020,E06000013,Number of COVID-19 Daily lab-confirmed cases,North Lincolnshire,12
18/04/2020,E06000011,Number of COVID-19 Daily lab-confirmed cases,East Riding of Yorkshire,12
17/04/2020,E09000019,Number of COVID-19 Daily lab-confirmed cases,Islington,12
17/04/2020,E08000036,Number of COVID-19 Daily lab-confirmed cases,Wakefield,12
17/04/2020,E08000022,Number of COVID-19 Daily lab-confirmed cases,North Tyneside,12
17/04/2020,E06000014,Number of COVID-19 Daily lab-confirmed cases,York,12
16/04/2020,E08000005,Number of COVID-19 Daily lab-confirmed cases,Rochdale,12
16/04/2020,E06000031,Number of COVID-19 Daily lab-confirmed cases,Peterborough,12
16/04/2020,E06000013,Number of COVID-19 Daily lab-confirmed cases,North Lincolnshire,12
16/04/2020,E06000002,Number of COVID-19 Daily lab-confirmed cases,Middlesbrough,12
15/04/2020,E09000030,Number of COVID-19 Daily lab-confirmed cases,Tower Hamlets,12
15/04/2020,E09000012,Number of COVID-19 Daily lab-confirmed cases,Hackney,12
15/04/2020,E09000004,Number of COVID-19 Daily lab-confirmed cases,Bexley,12
15/04/2020,E08000034,Number of COVID-19 Daily lab-confirmed cases,Kirklees,12
15/04/2020,E08000033,Number of COVID-19 Daily lab-confirmed cases,Calderdale,12
15/04/2020,E08000016,Number of COVID-19 Daily lab-confirmed cases,Barnsley,12
15/04/2020,E08000008,Number of COVID-19 Daily lab-confirmed cases,Tameside,12
15/04/2020,E06000055,Number of COVID-19 Daily lab-confirmed cases,Bedford,12
15/04/2020,E06000044,Number of COVID-19 Daily lab-confirmed cases,Portsmouth,12
15/04/2020,E06000042,Number of COVID-19 Daily lab-confirmed cases,Milton Keynes,12
15/04/2020,E06000041,Number of COVID-19 Daily lab-confirmed cases,Wokingham,12
15/04/2020,E06000030,Number of COVID-19 Daily lab-confirmed cases,Swindon,12
15/04/2020,E06000006,Number of COVID-19 Daily lab-confirmed cases,Halton,12
14/04/2020,E09000024,Number of COVID-19 Daily lab-confirmed cases,Merton,12
14/04/2020,E06000037,Number of COVID-19 Daily lab-confirmed cases,West Berkshire,12
13/04/2020,E06000037,Number of COVID-19 Daily lab-confirmed cases,West Berkshire,12
13/04/2020,E06000026,Number of COVID-19 Daily lab-confirmed cases,Plymouth,12
13/04/2020,E06000014,Number of COVID-19 Daily lab-confirmed cases,York,12
12/04/2020,E10000018,Number of COVID-19 Daily lab-confirmed cases,Leicestershire,12
12/04/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,12
12/04/2020,E09000023,Number of COVID-19 Daily lab-confirmed cases,Lewisham,12
12/04/2020,E09000014,Number of COVID-19 Daily lab-confirmed cases,Haringey,12
12/04/2020,E08000027,Number of COVID-19 Daily lab-confirmed cases,Dudley,12
12/04/2020,E08000009,Number of COVID-19 Daily lab-confirmed cases,Trafford,12
12/04/2020,E06000008,Number of COVID-19 Daily lab-confirmed cases,Blackburn with Darwen,12
11/04/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,12
11/04/2020,E08000029,Number of COVID-19 Daily lab-confirmed cases,Solihull,12
11/04/2020,E08000028,Number of COVID-19 Daily lab-confirmed cases,Sandwell,12
11/04/2020,E08000023,Number of COVID-19 Daily lab-confirmed cases,South Tyneside,12
11/04/2020,E06000039,Number of COVID-19 Daily lab-confirmed cases,Slough,12
11/04/2020,E06000021,Number of COVID-19 Daily lab-confirmed cases,Stoke-on-Trent,12
11/04/2020,E06000018,Number of COVID-19 Daily lab-confirmed cases,Nottingham,12
10/04/2020,E09000024,Number of COVID-19 Daily lab-confirmed cases,Merton,12
10/04/2020,E08000034,Number of COVID-19 Daily lab-confirmed cases,Kirklees,12
10/04/2020,E08000033,Number of COVID-19 Daily lab-confirmed cases,Calderdale,12
10/04/2020,E08000013,Number of COVID-19 Daily lab-confirmed cases,St. Helens,12
10/04/2020,E08000011,Number of COVID-19 Daily lab-confirmed cases,Knowsley,12
10/04/2020,E06000059,Number of COVID-19 Daily lab-confirmed cases,Dorset,12
10/04/2020,E06000052,Number of COVID-19 Daily lab-confirmed cases,Cornwall and Isles of Scilly,12
10/04/2020,E06000015,Number of COVID-19 Daily lab-confirmed cases,Derby,12
10/04/2020,E06000008,Number of COVID-19 Daily lab-confirmed cases,Blackburn with Darwen,12
10/04/2020,E06000006,Number of COVID-19 Daily lab-confirmed cases,Halton,12
09/04/2020,E08000023,Number of COVID-19 Daily lab-confirmed cases,South Tyneside,12
09/04/2020,E06000018,Number of COVID-19 Daily lab-confirmed cases,Nottingham,12
08/04/2020,E10000008,Number of COVID-19 Daily lab-confirmed cases,Devon,12
08/04/2020,E06000041,Number of COVID-19 Daily lab-confirmed cases,Wokingham,12
08/04/2020,E06000008,Number of COVID-19 Daily lab-confirmed cases,Blackburn with Darwen,12
07/04/2020,E06000020,Number of COVID-19 Daily lab-confirmed cases,Telford and Wrekin,12
07/04/2020,E06000010,Number of COVID-19 Daily lab-confirmed cases,"Kingston upon Hull, City of",12
07/04/2020,E06000006,Number of COVID-19 Daily lab-confirmed cases,Halton,12
07/04/2020,E06000003,Number of COVID-19 Daily lab-confirmed cases,Redcar and Cleveland,12
06/04/2020,E08000029,Number of COVID-19 Daily lab-confirmed cases,Solihull,12
06/04/2020,E06000059,Number of COVID-19 Daily lab-confirmed cases,Dorset,12
05/04/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,12
05/04/2020,E09000010,Number of COVID-19 Daily lab-confirmed cases,Enfield,12
05/04/2020,E08000034,Number of COVID-19 Daily lab-confirmed cases,Kirklees,12
05/04/2020,E06000058,Number of COVID-19 Daily lab-confirmed cases,"Bournemouth, Christchurch and Poole",12
05/04/2020,E06000045,Number of COVID-19 Daily lab-confirmed cases,Southampton,12
05/04/2020,E06000004,Number of COVID-19 Daily lab-confirmed cases,Stockton-on-Tees,12
04/04/2020,E08000016,Number of COVID-19 Daily lab-confirmed cases,Barnsley,12
04/04/2020,E06000056,Number of COVID-19 Daily lab-confirmed cases,Central Bedfordshire,12
04/04/2020,E06000030,Number of COVID-19 Daily lab-confirmed cases,Swindon,12
03/04/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,12
03/04/2020,E08000033,Number of COVID-19 Daily lab-confirmed cases,Calderdale,12
03/04/2020,E08000006,Number of COVID-19 Daily lab-confirmed cases,Salford,12
03/04/2020,E06000042,Number of COVID-19 Daily lab-confirmed cases,Milton Keynes,12
03/04/2020,E06000011,Number of COVID-19 Daily lab-confirmed cases,East Riding of Yorkshire,12
02/04/2020,E06000058,Number of COVID-19 Daily lab-confirmed cases,"Bournemouth, Christchurch and Poole",12
02/04/2020,E06000043,Number of COVID-19 Daily lab-confirmed cases,Brighton and Hove,12
02/04/2020,E06000042,Number of COVID-19 Daily lab-confirmed cases,Milton Keynes,12
02/04/2020,E06000030,Number of COVID-19 Daily lab-confirmed cases,Swindon,12
02/04/2020,E06000026,Number of COVID-19 Daily lab-confirmed cases,Plymouth,12
02/04/2020,E06000008,Number of COVID-19 Daily lab-confirmed cases,Blackburn with Darwen,12
01/04/2020,E06000014,Number of COVID-19 Daily lab-confirmed cases,York,12
31/03/2020,E09000033,Number of COVID-19 Daily lab-confirmed cases,Westminster,12
31/03/2020,E09000021,Number of COVID-19 Daily lab-confirmed cases,Kingston upon Thames,12
31/03/2020,E06000009,Number of COVID-19 Daily lab-confirmed cases,Blackpool,12
30/03/2020,E09000027,Number of COVID-19 Daily lab-confirmed cases,Richmond upon Thames,12
30/03/2020,E09000013,Number of COVID-19 Daily lab-confirmed cases,Hammersmith and Fulham,12
30/03/2020,E08000033,Number of COVID-19 Daily lab-confirmed cases,Calderdale,12
30/03/2020,E06000059,Number of COVID-19 Daily lab-confirmed cases,Dorset,12
30/03/2020,E06000049,Number of COVID-19 Daily lab-confirmed cases,Cheshire East,12
30/03/2020,E06000011,Number of COVID-19 Daily lab-confirmed cases,East Riding of Yorkshire,12
30/03/2020,E06000006,Number of COVID-19 Daily lab-confirmed cases,Halton,12
29/03/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,12
29/03/2020,E10000003,Number of COVID-19 Daily lab-confirmed cases,Cambridgeshire,12
29/03/2020,E09000011,Number of COVID-19 Daily lab-confirmed cases,Greenwich,12
29/03/2020,E08000031,Number of COVID-19 Daily lab-confirmed cases,Wolverhampton,12
29/03/2020,E08000014,Number of COVID-19 Daily lab-confirmed cases,Sefton,12
29/03/2020,E08000011,Number of COVID-19 Daily lab-confirmed cases,Knowsley,12
29/03/2020,E08000007,Number of COVID-19 Daily lab-confirmed cases,Stockport,12
29/03/2020,E06000023,Number of COVID-19 Daily lab-confirmed cases,"Bristol, City of",12
28/03/2020,E09000030,Number of COVID-19 Daily lab-confirmed cases,Tower Hamlets,12
28/03/2020,E09000013,Number of COVID-19 Daily lab-confirmed cases,Hammersmith and Fulham,12
28/03/2020,E09000012,Number of COVID-19 Daily lab-confirmed cases,Hackney,12
28/03/2020,E08000021,Number of COVID-19 Daily lab-confirmed cases,Newcastle upon Tyne,12
28/03/2020,E08000014,Number of COVID-19 Daily lab-confirmed cases,Sefton,12
27/03/2020,E10000008,Number of COVID-19 Daily lab-confirmed cases,Devon,12
27/03/2020,E09000002,Number of COVID-19 Daily lab-confirmed cases,Barking and Dagenham,12
27/03/2020,E06000056,Number of COVID-19 Daily lab-confirmed cases,Central Bedfordshire,12
27/03/2020,E06000043,Number of COVID-19 Daily lab-confirmed cases,Brighton and Hove,12
27/03/2020,E06000034,Number of COVID-19 Daily lab-confirmed cases,Thurrock,12
27/03/2020,E06000032,Number of COVID-19 Daily lab-confirmed cases,Luton,12
26/03/2020,E10000023,Number of COVID-19 Daily lab-confirmed cases,North Yorkshire,12
26/03/2020,E10000003,Number of COVID-19 Daily lab-confirmed cases,Cambridgeshire,12
26/03/2020,E09000027,Number of COVID-19 Daily lab-confirmed cases,Richmond upon Thames,12
26/03/2020,E08000014,Number of COVID-19 Daily lab-confirmed cases,Sefton,12
26/03/2020,E08000013,Number of COVID-19 Daily lab-confirmed cases,St. Helens,12
26/03/2020,E06000057,Number of COVID-19 Daily lab-confirmed cases,Northumberland,12
26/03/2020,E06000039,Number of COVID-19 Daily lab-confirmed cases,Slough,12
25/03/2020,E10000023,Number of COVID-19 Daily lab-confirmed cases,North Yorkshire,12
25/03/2020,E10000020,Number of COVID-19 Daily lab-confirmed cases,Norfolk,12
25/03/2020,E09000029,Number of COVID-19 Daily lab-confirmed cases,Sutton,12
25/03/2020,E09000014,Number of COVID-19 Daily lab-confirmed cases,Haringey,12
25/03/2020,E06000049,Number of COVID-19 Daily lab-confirmed cases,Cheshire East,12
25/03/2020,E06000023,Number of COVID-19 Daily lab-confirmed cases,"Bristol, City of",12
24/03/2020,E09000025,Number of COVID-19 Daily lab-confirmed cases,Newham,12
24/03/2020,E09000002,Number of COVID-19 Daily lab-confirmed cases,Barking and Dagenham,12
24/03/2020,E08000018,Number of COVID-19 Daily lab-confirmed cases,Rotherham,12
24/03/2020,E08000004,Number of COVID-19 Daily lab-confirmed cases,Oldham,12
23/03/2020,E10000020,Number of COVID-19 Daily lab-confirmed cases,Norfolk,12
23/03/2020,E08000003,Number of COVID-19 Daily lab-confirmed cases,Manchester,12
22/03/2020,E10000002,Number of COVID-19 Daily lab-confirmed cases,Buckinghamshire,12
22/03/2020,E09000033,Number of COVID-19 Daily lab-confirmed cases,Westminster,12
22/03/2020,E09000026,Number of COVID-19 Daily lab-confirmed cases,Redbridge,12
21/03/2020,E09000031,Number of COVID-19 Daily lab-confirmed cases,Waltham Forest,12
21/03/2020,E09000013,Number of COVID-19 Daily lab-confirmed cases,Hammersmith and Fulham,12
21/03/2020,E08000030,Number of COVID-19 Daily lab-confirmed cases,Walsall,12
20/03/2020,E10000031,Number of COVID-19 Daily lab-confirmed cases,Warwickshire,12
20/03/2020,E10000006,Number of COVID-19 Daily lab-confirmed cases,Cumbria,12
19/03/2020,E09000026,Number of COVID-19 Daily lab-confirmed cases,Redbridge,12
18/03/2020,E10000018,Number of COVID-19 Daily lab-confirmed cases,Leicestershire,12
18/03/2020,E10000016,Number of COVID-19 Daily lab-confirmed cases,Kent,12
18/03/2020,E09000026,Number of COVID-19 Daily lab-confirmed cases,Redbridge,12
18/03/2020,E09000025,Number of COVID-19 Daily lab-confirmed cases,Newham,12
18/03/2020,E09000011,Number of COVID-19 Daily lab-confirmed cases,Greenwich,12
18/03/2020,E06000042,Number of COVID-19 Daily lab-confirmed cases,Milton Keynes,12
17/03/2020,E10000006,Number of COVID-19 Daily lab-confirmed cases,Cumbria,12
17/03/2020,E09000010,Number of COVID-19 Daily lab-confirmed cases,Enfield,12
16/03/2020,E10000006,Number of COVID-19 Daily lab-confirmed cases,Cumbria,12
16/03/2020,E09000015,Number of COVID-19 Daily lab-confirmed cases,Harrow,12
15/03/2020,E09000032,Number of COVID-19 Daily lab-confirmed cases,Wandsworth,12
15/03/2020,E09000028,Number of COVID-19 Daily lab-confirmed cases,Southwark,12
15/03/2020,E08000025,Number of COVID-19 Daily lab-confirmed cases,Birmingham,12
12/03/2020,E09000032,Number of COVID-19 Daily lab-confirmed cases,Wandsworth,12
19/05/2020,E10000014,Number of COVID-19 Daily lab-confirmed cases,Hampshire,13
18/05/2020,E10000028,Number of COVID-19 Daily lab-confirmed cases,Staffordshire,13
18/05/2020,E06000004,Number of COVID-19 Daily lab-confirmed cases,Stockton-on-Tees,13
17/05/2020,E08000035,Number of COVID-19 Daily lab-confirmed cases,Leeds,13
17/05/2020,E06000050,Number of COVID-19 Daily lab-confirmed cases,Cheshire West and Chester,13
16/05/2020,E10000030,Number of COVID-19 Daily lab-confirmed cases,Surrey,13
16/05/2020,E06000016,Number of COVID-19 Daily lab-confirmed cases,Leicester,13
15/05/2020,E10000025,Number of COVID-19 Daily lab-confirmed cases,Oxfordshire,13
15/05/2020,E10000012,Number of COVID-19 Daily lab-confirmed cases,Essex,13
15/05/2020,E08000032,Number of COVID-19 Daily lab-confirmed cases,Bradford,13
15/05/2020,E06000021,Number of COVID-19 Daily lab-confirmed cases,Stoke-on-Trent,13
14/05/2020,E10000024,Number of COVID-19 Daily lab-confirmed cases,Nottinghamshire,13
14/05/2020,E09000009,Number of COVID-19 Daily lab-confirmed cases,Ealing,13
14/05/2020,E08000035,Number of COVID-19 Daily lab-confirmed cases,Leeds,13
14/05/2020,E08000019,Number of COVID-19 Daily lab-confirmed cases,Sheffield,13
14/05/2020,E06000021,Number of COVID-19 Daily lab-confirmed cases,Stoke-on-Trent,13
13/05/2020,E08000008,Number of COVID-19 Daily lab-confirmed cases,Tameside,13
12/05/2020,E10000024,Number of COVID-19 Daily lab-confirmed cases,Nottinghamshire,13
12/05/2020,E06000049,Number of COVID-19 Daily lab-confirmed cases,Cheshire East,13
12/05/2020,E06000011,Number of COVID-19 Daily lab-confirmed cases,East Riding of Yorkshire,13
11/05/2020,E10000031,Number of COVID-19 Daily lab-confirmed cases,Warwickshire,13
11/05/2020,E10000030,Number of COVID-19 Daily lab-confirmed cases,Surrey,13
11/05/2020,E08000011,Number of COVID-19 Daily lab-confirmed cases,Knowsley,13
11/05/2020,E06000049,Number of COVID-19 Daily lab-confirmed cases,Cheshire East,13
11/05/2020,E06000014,Number of COVID-19 Daily lab-confirmed cases,York,13
10/05/2020,E10000020,Number of COVID-19 Daily lab-confirmed cases,Norfolk,13
10/05/2020,E08000019,Number of COVID-19 Daily lab-confirmed cases,Sheffield,13
09/05/2020,E08000032,Number of COVID-19 Daily lab-confirmed cases,Bradford,13
08/05/2020,E08000035,Number of COVID-19 Daily lab-confirmed cases,Leeds,13
08/05/2020,E08000032,Number of COVID-19 Daily lab-confirmed cases,Bradford,13
08/05/2020,E08000026,Number of COVID-19 Daily lab-confirmed cases,Coventry,13
08/05/2020,E08000023,Number of COVID-19 Daily lab-confirmed cases,South Tyneside,13
08/05/2020,E08000010,Number of COVID-19 Daily lab-confirmed cases,Wigan,13
07/05/2020,E10000030,Number of COVID-19 Daily lab-confirmed cases,Surrey,13
07/05/2020,E09000015,Number of COVID-19 Daily lab-confirmed cases,Harrow,13
07/05/2020,E08000031,Number of COVID-19 Daily lab-confirmed cases,Wolverhampton,13
07/05/2020,E08000019,Number of COVID-19 Daily lab-confirmed cases,Sheffield,13
07/05/2020,E08000010,Number of COVID-19 Daily lab-confirmed cases,Wigan,13
06/05/2020,E10000030,Number of COVID-19 Daily lab-confirmed cases,Surrey,13
06/05/2020,E08000004,Number of COVID-19 Daily lab-confirmed cases,Oldham,13
04/05/2020,E10000032,Number of COVID-19 Daily lab-confirmed cases,West Sussex,13
04/05/2020,E10000027,Number of COVID-19 Daily lab-confirmed cases,Somerset,13
04/05/2020,E10000019,Number of COVID-19 Daily lab-confirmed cases,Lincolnshire,13
04/05/2020,E10000018,Number of COVID-19 Daily lab-confirmed cases,Leicestershire,13
04/05/2020,E09000006,Number of COVID-19 Daily lab-confirmed cases,Bromley,13
04/05/2020,E08000009,Number of COVID-19 Daily lab-confirmed cases,Trafford,13
04/05/2020,E08000007,Number of COVID-19 Daily lab-confirmed cases,Stockport,13
04/05/2020,E08000005,Number of COVID-19 Daily lab-confirmed cases,Rochdale,13
04/05/2020,E06000056,Number of COVID-19 Daily lab-confirmed cases,Central Bedfordshire,13
04/05/2020,E06000035,Number of COVID-19 Daily lab-confirmed cases,Medway,13
03/05/2020,E10000028,Number of COVID-19 Daily lab-confirmed cases,Staffordshire,13
03/05/2020,E08000017,Number of COVID-19 Daily lab-confirmed cases,Doncaster,13
03/05/2020,E08000015,Number of COVID-19 Daily lab-confirmed cases,Wirral,13
02/05/2020,E10000006,Number of COVID-19 Daily lab-confirmed cases,Cumbria,13
02/05/2020,E08000018,Number of COVID-19 Daily lab-confirmed cases,Rotherham,13
02/05/2020,E08000017,Number of COVID-19 Daily lab-confirmed cases,Doncaster,13
02/05/2020,E08000015,Number of COVID-19 Daily lab-confirmed cases,Wirral,13
02/05/2020,E08000010,Number of COVID-19 Daily lab-confirmed cases,Wigan,13
01/05/2020,E10000034,Number of COVID-19 Daily lab-confirmed cases,Worcestershire,13
01/05/2020,E10000032,Number of COVID-19 Daily lab-confirmed cases,West Sussex,13
01/05/2020,E08000008,Number of COVID-19 Daily lab-confirmed cases,Tameside,13
01/05/2020,E06000049,Number of COVID-19 Daily lab-confirmed cases,Cheshire East,13
01/05/2020,E06000023,Number of COVID-19 Daily lab-confirmed cases,"Bristol, City of",13
01/05/2020,E06000018,Number of COVID-19 Daily lab-confirmed cases,Nottingham,13
01/05/2020,E06000010,Number of COVID-19 Daily lab-confirmed cases,"Kingston upon Hull, City of",13
01/05/2020,E06000002,Number of COVID-19 Daily lab-confirmed cases,Middlesbrough,13
30/04/2020,E10000027,Number of COVID-19 Daily lab-confirmed cases,Somerset,13
30/04/2020,E10000013,Number of COVID-19 Daily lab-confirmed cases,Gloucestershire,13
30/04/2020,E08000034,Number of COVID-19 Daily lab-confirmed cases,Kirklees,13
30/04/2020,E08000006,Number of COVID-19 Daily lab-confirmed cases,Salford,13
30/04/2020,E06000042,Number of COVID-19 Daily lab-confirmed cases,Milton Keynes,13
29/04/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,13
29/04/2020,E08000023,Number of COVID-19 Daily lab-confirmed cases,South Tyneside,13
29/04/2020,E08000010,Number of COVID-19 Daily lab-confirmed cases,Wigan,13
29/04/2020,E06000051,Number of COVID-19 Daily lab-confirmed cases,Shropshire,13
29/04/2020,E06000038,Number of COVID-19 Daily lab-confirmed cases,Reading,13
29/04/2020,E06000016,Number of COVID-19 Daily lab-confirmed cases,Leicester,13
28/04/2020,E09000009,Number of COVID-19 Daily lab-confirmed cases,Ealing,13
28/04/2020,E08000014,Number of COVID-19 Daily lab-confirmed cases,Sefton,13
28/04/2020,E06000038,Number of COVID-19 Daily lab-confirmed cases,Reading,13
28/04/2020,E06000013,Number of COVID-19 Daily lab-confirmed cases,North Lincolnshire,13
27/04/2020,E08000021,Number of COVID-19 Daily lab-confirmed cases,Newcastle upon Tyne,13
27/04/2020,E08000011,Number of COVID-19 Daily lab-confirmed cases,Knowsley,13
27/04/2020,E08000006,Number of COVID-19 Daily lab-confirmed cases,Salford,13
27/04/2020,E08000003,Number of COVID-19 Daily lab-confirmed cases,Manchester,13
27/04/2020,E06000038,Number of COVID-19 Daily lab-confirmed cases,Reading,13
27/04/2020,E06000014,Number of COVID-19 Daily lab-confirmed cases,York,13
26/04/2020,E10000019,Number of COVID-19 Daily lab-confirmed cases,Lincolnshire,13
26/04/2020,E08000006,Number of COVID-19 Daily lab-confirmed cases,Salford,13
25/04/2020,E10000034,Number of COVID-19 Daily lab-confirmed cases,Worcestershire,13
25/04/2020,E10000019,Number of COVID-19 Daily lab-confirmed cases,Lincolnshire,13
25/04/2020,E10000013,Number of COVID-19 Daily lab-confirmed cases,Gloucestershire,13
25/04/2020,E08000018,Number of COVID-19 Daily lab-confirmed cases,Rotherham,13
25/04/2020,E06000057,Number of COVID-19 Daily lab-confirmed cases,Northumberland,13
25/04/2020,E06000016,Number of COVID-19 Daily lab-confirmed cases,Leicester,13
25/04/2020,E06000002,Number of COVID-19 Daily lab-confirmed cases,Middlesbrough,13
24/04/2020,E10000027,Number of COVID-19 Daily lab-confirmed cases,Somerset,13
24/04/2020,E08000005,Number of COVID-19 Daily lab-confirmed cases,Rochdale,13
23/04/2020,E09000010,Number of COVID-19 Daily lab-confirmed cases,Enfield,13
23/04/2020,E06000054,Number of COVID-19 Daily lab-confirmed cases,Wiltshire,13
23/04/2020,E06000052,Number of COVID-19 Daily lab-confirmed cases,Cornwall and Isles of Scilly,13
23/04/2020,E06000019,Number of COVID-19 Daily lab-confirmed cases,"Herefordshire, County of",13
23/04/2020,E06000018,Number of COVID-19 Daily lab-confirmed cases,Nottingham,13
22/04/2020,E09000025,Number of COVID-19 Daily lab-confirmed cases,Newham,13
22/04/2020,E09000015,Number of COVID-19 Daily lab-confirmed cases,Harrow,13
22/04/2020,E08000028,Number of COVID-19 Daily lab-confirmed cases,Sandwell,13
22/04/2020,E08000009,Number of COVID-19 Daily lab-confirmed cases,Trafford,13
22/04/2020,E06000057,Number of COVID-19 Daily lab-confirmed cases,Northumberland,13
22/04/2020,E06000056,Number of COVID-19 Daily lab-confirmed cases,Central Bedfordshire,13
22/04/2020,E06000050,Number of COVID-19 Daily lab-confirmed cases,Cheshire West and Chester,13
22/04/2020,E06000021,Number of COVID-19 Daily lab-confirmed cases,Stoke-on-Trent,13
22/04/2020,E06000014,Number of COVID-19 Daily lab-confirmed cases,York,13
22/04/2020,E06000007,Number of COVID-19 Daily lab-confirmed cases,Warrington,13
21/04/2020,E10000024,Number of COVID-19 Daily lab-confirmed cases,Nottinghamshire,13
21/04/2020,E08000007,Number of COVID-19 Daily lab-confirmed cases,Stockport,13
21/04/2020,E06000054,Number of COVID-19 Daily lab-confirmed cases,Wiltshire,13
20/04/2020,E09000031,Number of COVID-19 Daily lab-confirmed cases,Waltham Forest,13
20/04/2020,E09000015,Number of COVID-19 Daily lab-confirmed cases,Harrow,13
20/04/2020,E06000005,Number of COVID-19 Daily lab-confirmed cases,Darlington,13
19/04/2020,E10000023,Number of COVID-19 Daily lab-confirmed cases,North Yorkshire,13
19/04/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,13
19/04/2020,E09000015,Number of COVID-19 Daily lab-confirmed cases,Harrow,13
19/04/2020,E09000014,Number of COVID-19 Daily lab-confirmed cases,Haringey,13
19/04/2020,E06000026,Number of COVID-19 Daily lab-confirmed cases,Plymouth,13
18/04/2020,E10000027,Number of COVID-19 Daily lab-confirmed cases,Somerset,13
18/04/2020,E09000031,Number of COVID-19 Daily lab-confirmed cases,Waltham Forest,13
18/04/2020,E09000009,Number of COVID-19 Daily lab-confirmed cases,Ealing,13
18/04/2020,E09000003,Number of COVID-19 Daily lab-confirmed cases,Barnet,13
18/04/2020,E08000036,Number of COVID-19 Daily lab-confirmed cases,Wakefield,13
18/04/2020,E08000023,Number of COVID-19 Daily lab-confirmed cases,South Tyneside,13
18/04/2020,E08000009,Number of COVID-19 Daily lab-confirmed cases,Trafford,13
18/04/2020,E06000052,Number of COVID-19 Daily lab-confirmed cases,Cornwall and Isles of Scilly,13
18/04/2020,E06000050,Number of COVID-19 Daily lab-confirmed cases,Cheshire West and Chester,13
18/04/2020,E06000023,Number of COVID-19 Daily lab-confirmed cases,"Bristol, City of",13
17/04/2020,E06000058,Number of COVID-19 Daily lab-confirmed cases,"Bournemouth, Christchurch and Poole",13
17/04/2020,E06000042,Number of COVID-19 Daily lab-confirmed cases,Milton Keynes,13
17/04/2020,E06000011,Number of COVID-19 Daily lab-confirmed cases,East Riding of Yorkshire,13
17/04/2020,E06000007,Number of COVID-19 Daily lab-confirmed cases,Warrington,13
16/04/2020,E09000026,Number of COVID-19 Daily lab-confirmed cases,Redbridge,13
16/04/2020,E09000025,Number of COVID-19 Daily lab-confirmed cases,Newham,13
15/04/2020,E09000021,Number of COVID-19 Daily lab-confirmed cases,Kingston upon Thames,13
15/04/2020,E09000018,Number of COVID-19 Daily lab-confirmed cases,Hounslow,13
15/04/2020,E09000014,Number of COVID-19 Daily lab-confirmed cases,Haringey,13
15/04/2020,E06000056,Number of COVID-19 Daily lab-confirmed cases,Central Bedfordshire,13
15/04/2020,E06000009,Number of COVID-19 Daily lab-confirmed cases,Blackpool,13
15/04/2020,E06000007,Number of COVID-19 Daily lab-confirmed cases,Warrington,13
14/04/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,13
14/04/2020,E09000002,Number of COVID-19 Daily lab-confirmed cases,Barking and Dagenham,13
14/04/2020,E08000026,Number of COVID-19 Daily lab-confirmed cases,Coventry,13
14/04/2020,E06000043,Number of COVID-19 Daily lab-confirmed cases,Brighton and Hove,13
14/04/2020,E06000035,Number of COVID-19 Daily lab-confirmed cases,Medway,13
14/04/2020,E06000016,Number of COVID-19 Daily lab-confirmed cases,Leicester,13
13/04/2020,E10000018,Number of COVID-19 Daily lab-confirmed cases,Leicestershire,13
13/04/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,13
13/04/2020,E10000003,Number of COVID-19 Daily lab-confirmed cases,Cambridgeshire,13
13/04/2020,E09000007,Number of COVID-19 Daily lab-confirmed cases,Camden,13
13/04/2020,E08000032,Number of COVID-19 Daily lab-confirmed cases,Bradford,13
13/04/2020,E06000018,Number of COVID-19 Daily lab-confirmed cases,Nottingham,13
12/04/2020,E10000003,Number of COVID-19 Daily lab-confirmed cases,Cambridgeshire,13
12/04/2020,E09000015,Number of COVID-19 Daily lab-confirmed cases,Harrow,13
12/04/2020,E08000030,Number of COVID-19 Daily lab-confirmed cases,Walsall,13
12/04/2020,E06000035,Number of COVID-19 Daily lab-confirmed cases,Medway,13
11/04/2020,E09000030,Number of COVID-19 Daily lab-confirmed cases,Tower Hamlets,13
